Year,Filename,Title,Authors,G1,G2,G3,G4,G5,G6,G7,T1,T2,Q1,Q2,Q3,Flag_Grad,Flag_HighQ,Flag_WB,Flag_NoEcon,Flag_NoCode,Flag_NoReal,Traditional_Score
2024,usenixsecurity24-thirumuruganathan_1.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open access to the Proceedings of the  33rd USENIX Security Symposium   is sponsored by USENIX.Detecting and Mitigating Sampling Bias in  C",def,NA,Both,Malware,YES,NO,NO,Black-box,None,NO,Low,Low,0,0,0,0,1,1,2
2024,usenixsecurity24-tiwari.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Information Flow Control in Machine Learning  through Modular Model Architecture Trishita Tiwari, Cornell University; Suchin Gururangan, University of Washington;  Chuan Guo, FA",def,Privacy,DL,Text,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-wang-jialai.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Detection by Assessing and Deprioritizing   Control Flow Graph Features Jialai Wang, Tsinghua University; Chao Zhang, Tsinghua University and  Zhongguancun Laboratory; Longfei Chen and Yi Rong, Tsingh",def,NA,Both,Malware,YES,YES,NO,White-box,Full,NO,Low,Low,0,0,1,0,0,1,2
2024,usenixsecurity24-wang-kun.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Plug-and-play Adversarial Example   Detection Method for Speaker Recognition Kun Wang, Zhejiang University; Xiangyu Xu, Southeast University;   Li Lu, Zhongjie Ba, Feng Lin, and Kui Ren, Zhejiang Univ",def,Evasion,DL,Audio,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2024,usenixsecurity24-xu-dandan.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Learning on Counterexamples Dandan Xu, SKLOIS, Institute of Information Engineering, Chinese Academy of Sciences,  China, and School of Cyber Security, University of Chinese Academy of Sciences, China",def,Evasion,Both,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-xu-zhangchen.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.ACE: A Model Poisoning Attack on Contribution  Evaluation Methods in Federated Learning Zhangchen Xu, Fengqing Jiang, and Luyao Niu, University of Washington;   Jinyuan Jia, Pen",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-xu-zhibo.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.OblivGNN: Oblivious Inference on Transductive  and Inductive Graph Neural Network Zhibo Xu, Monash University and CSIRO’s Data61; Shangqi Lai, CSIRO’s Data61;  Xiaoning Liu, RMI",def,Privacy,DL,Other,YES,NO,NO,Black-box,None,NO,Low,Low,0,0,0,0,1,1,2
2024,usenixsecurity24-yan.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","on Code Completion Models: Injecting Disguised  Vulnerabilities against Strong Detection Shenao Yan, University of Connecticut; Shen Wang and Yue Duan,  Singapore Management University; Hanbin Hong, U",atk,Poisoning,DL,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-yu-jiahao.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.LLM-Fuzzer: Scaling Assessment of   Large Language Model Jailbreaks Jiahao Yu, Northwestern University; Xingwei Lin, Ant Group;   Zheng Yu and Xinyu Xing, Northwestern Universit",atk,Evasion,DL,Text,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,usenixsecurity24-zhang-qingzhao.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Perception: Attacks and Countermeasures Qingzhao Zhang, Shuowei Jin, Ruiyang Zhu, Jiachen Sun, and Xumiao Zhang,  University of Michigan; Qi Alfred Chen, University of California, Irvine;   Z. Morley ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-zhang-rui.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Instruction Backdoor Attacks Against   Customized LLMs Rui Zhang and Hongwei Li, University of Electronic Science and Technology of  China; Rui Wen, CISPA Helmholtz Center for I",atk,Poisoning,DL,Text,YES,YES,NO,Black-box,None,NO,High,High,0,1,0,0,0,1,2
2024,usenixsecurity24-zhang-ruisi.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Framework for Generative Large Language Models Ruisi Zhang, Shehzeen Samarah Hussain, Paarth Neekhara,  and Farinaz Koushanfar, University of California, San Diego https://www.usenix.org/conference/us",def,NA,DL,Text,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-zhang-tingwei.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","33rd USENIX Security Symposium   is sponsored by USENIX.Adversarial Illusions in Multi-Modal Embeddings Tingwei Zhang and Rishi Jha, Cornell University; Eugene Bagdasaryan,   University of Massachuset",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-zheng.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","on Monocular Depth Estimation with  Perspective Hijacking Tianyue Zheng, Southern University of Science and Technology; Jingzhi Hu and  Rui Tan, Nanyang Technological University; Yinqian Zhang, Southe",atk,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,usenixsecurity24-zhu-chang.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.TyGr: Type Inference on Stripped Binaries   using Graph Neural Networks Chang Zhu, Arizona State University; Ziyang Li and Anton Xue, University of  Pennsylvania; Ati Priya Baja",def,NA,DL,Malware,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-zhu-shenchen.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Detectors via Object Reconstruction Shenchen Zhu, Institute of Information Engineering, Chinese Academy of Sciences,  China; School of Cyber Security, University of Chinese Academy of Sciences, China;",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24_slides-guo-keyan.pdf,"Moderating Illicit Online Image Promotion for Unsafe User Generated Content Games Using large Vision-Language ModelsKeyan Guo*, Ayush Utkarsh*, WenboD",,def,NA,DL,Images,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2024,usenixsecurity24_slides-ling.pdf,usenixsecurity24_slides-ling,,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24_slides-noorbakhsh.pdf,"Inf2Guard: An Information -Theoretic Framework for  Learning Privacy -Preserving Representations against  Inference Attacks 𝑺𝒂𝒚𝒆𝒅𝒆𝒉 𝑳𝒆𝒊𝒍𝒂 𝑵𝒐𝒐𝒓𝒃𝒂𝒌𝒉𝒔𝒉𝟏,","Inference Attacks 𝑺𝒂𝒚𝒆𝒅𝒆𝒉 𝑳𝒆𝒊𝒍𝒂 𝑵𝒐𝒐𝒓𝒃𝒂𝒌𝒉𝒔𝒉𝟏,∗,𝐵𝑖𝑛𝑔ℎ𝑢𝑖 𝑍ℎ𝑎𝑛𝑔1,∗,𝑌𝑢𝑎𝑛 𝐻𝑜𝑛𝑔2,𝐵𝑖𝑛𝑔ℎ𝑢𝑖 𝑊𝑎𝑛𝑔1",def,Privacy,DL,Images,YES,NO,NO,Gray-box,None,YES,High,Low,1,1,0,0,1,1,4
2025,sec25cycle1-prepub-18-zhou.pdf,"DORMANT : Defending against Pose-driven Human Image Animation Jiachen Zhou1,2, Mingsi Wang1,2, Tianlin Li3, Guozhu Meng1,2,∗, Kai Chen1,2,∗ 1Institute","Jiachen Zhou1,2, Mingsi Wang1,2, Tianlin Li3, Guozhu Meng1,2,∗, Kai Chen1,2,∗ 1Institute of Information Engineering, Chinese Academy of Sciences, China 2School of Cyber Security, University of Chinese",def,Evasion,DL,Images,YES,YES,YES,Black-box,None,YES,High,High,1,1,0,0,0,0,2
2025,sec25cycle1-prepub-341-zhang-shenyi.pdf,"JBShield: Defending Large Language Models from Jailbreak Attacks through Activated Concept Analysis and Manipulation Shenyi Zhang1, Yuchen Zhai1, Keya","Lingchen Zhao1, Chao Shen3, Cong Wang4, and Qian Wang1∗ 1Key Laboratory of Aerospace Information Security and Trusted Computing, Ministry of Education, School of Cyber Science and Engineering, Wuhan U",def,Evasion,DL,Text,YES,YES,NO,White-box,Full,NO,Low,Low,0,0,1,0,0,1,2
2025,sec25cycle1-prepub-389-lin-chenhao.pdf,"Revisiting Training-Inference Trigger Intensity in Backdoor Attacks Chenhao Lin, Chenyang Zhao, Shiwei Wang, Longtian Wang, Chao Shen, Zhengyu Zhao∗ X","Revisiting Training-Inference Trigger Intensity in Backdoor Attacks Chenhao Lin, Chenyang Zhao, Shiwei Wang, Longtian Wang, Chao Shen, Zhengyu Zhao∗ Xi’an Jiaotong University Abstract Backdoor attacks",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,sec25cycle1-prepub-402-zhang-zhisheng.pdf,"SafeSpeech: Robust and Universal Voice Protection Against Malicious Speech Synthesis Zhisheng Zhang1,Derui Wang2, Qianyi Yang1, Pengyang Huang1, Junh","Zhisheng Zhang1,Derui Wang2, Qianyi Yang1, Pengyang Huang1, Junhan Pu1,Yuxin Cao3,Kai Ye4,Jie Hao1, and Yixian Yang1 1Beijing University of Posts and Telecommunications2CSIRO’s Data61 3National Univ",def,Privacy,DL,Audio,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2025,sec25cycle1-prepub-510-li-jiate.pdf,"AGNNCert : Defending Graph Neural Networks against Arbitrary Perturbations with Deterministic Certification Jiate Li1, Binghui Wang1,∗ 1Illinois Insti","with Deterministic Certification Jiate Li1, Binghui Wang1,∗ 1Illinois Institute of Technology,∗Corresponding Author Abstract Graph neural networks (GNNs) achieve the state-of-the-art",def,Evasion,DL,Other,YES,YES,NO,White-box,Full,NO,High,Low,0,1,1,0,0,1,3
2025,sec25cycle1-prepub-670-guo-zhen.pdf,Persistent Backdoor Attacks in Continual Learning Zhen Guo Saint Louis University zhen.guo.2@slu.eduAbhinav Kumar Saint Louis University abhinav.kumar,Persistent Backdoor Attacks in Continual Learning Zhen Guo Saint Louis University zhen.guo.2@slu.eduAbhinav Kumar Saint Louis University,atk,Poisoning,DL,Images,YES,YES,NO,White-box,None,YES,High,Low,1,1,1,0,0,1,4
2025,sec25cycle1-prepub-702-wang-lijin.pdf,"From Purity to Peril: Backdooring Merged Models From “Harmless” Benign Components Lijin Wang1, Jingjing Wang2, Tianshuo Cong3⇤, Xinlei He1⇤, Zhan Qin2","Benign Components Lijin Wang1, Jingjing Wang2, Tianshuo Cong3⇤, Xinlei He1⇤, Zhan Qin2, and Xinyi Huang4 1The Hong Kong University of Science and Technology (Guangzhou) 2Zhejiang University,3Tsinghua ",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-foerster.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","34th USENIX Security Symposium is sponsored by USENIX.LightShed: Defeating Perturbation-based   Image Copyright Protections Hanna Foerster, University of Cambridge; Sasha Behrouzi and Phillip Rieger, ",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-kobayashi.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","34th USENIX Security Symposium is sponsored by USENIX.Invisible but Detected: Physical Adversarial Shadow  Attack and Defense on LiDAR Object Detection Ryunosuke Kobayashi, Waseda University; Kazuki N",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-li-changjiang.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","34th USENIX Security Symposium is sponsored by USENIX.Watch the Watchers! On the Security Risks   of Robustness-Enhancing Diffusion Models Changjiang Li, Stony Brook University; Ren Pang, Bochuan Cao,",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-pang-xiaoyi.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","Byzantine-resilient Semi-asynchronous Federated Learning Xiaoyi Pang, The State Key Laboratory of Blockchain and Data Security, Zhejiang  University; Hangzhou High-Tech Zone ( Binjiang ) Institute of ",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-popovic.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","Deep Models with Limited Data Dorde Popovic and Amin Sadeghi, Qatar Computing Research Institute,   Hamad Bin Khalifa University; Ting Yu, Mohamed bin Zayed University of   Artificial Intelligence; Sa",def,Poisoning,DL,Images,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2025,usenixsecurity25-sun-zekun.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","34th USENIX Security Symposium is sponsored by USENIX.Pretender: Universal Active Defense against  Diffusion Finetuning Attacks Zekun Sun and Zijian Liu, Shanghai Jiao Tong University;   Shouling Ji, ",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-wang-derui.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","Derui Wang, Kristen Moore, Diksha Goel, and Minjune Kim, CSIRO’s Data61 and  Cyber Security Cooperative Research Centre; Gang Li, Yang Li, and Robin Doss,  Deakin University; Minhui Xue, CSIRO’s Data6",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-yang-yuchen.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","34th USENIX Security Symposium is sponsored by USENIX.CertPHasH: Towards Certified Perceptual Hashing   via Robust Training Yuchen Yang and Qichang Liu, The Johns Hopkins University; Christopher Brix,",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2025,usenixsecurity25-zhang-yinyuan.pdf,"This paper is included in the Proceedings of the  34th USENIX Security Symposium. August 13–15, 2025 • Seattle, WA, USA 978-1-939133-52-6 Open access ","34th USENIX Security Symposium is sponsored by USENIX.Fighting Fire with Fire: Continuous Attack for  Adversarial Android Malware Detection Yinyuan Zhang, School of Computer Science, Peking University",def,Evasion,DL,Malware,YES,YES,NO,Black-box,None,YES,High,Low,1,1,0,0,0,1,3
